unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year,is_annual_total,source_pdf
Mymensingh Range,0.0,1,17,6,0.0,186,1,1,10,42,457,6,0,293,5,304,1025.0,December,2020,False,crime-statistics-2020.pdf
Chittagong Range,7.0,12,38,14,2.0,251,11,6,40,110,936,20,3,884,12,919,2346.0,December,2020,False,crime-statistics-2020.pdf
Sylhet Range,1.0,4,14,3,0.0,70,1,3,5,37,359,6,1,186,20,213,710.0,December,2020,False,crime-statistics-2020.pdf
Khulna Range,1.0,8,24,4,0.0,137,5,0,15,63,571,8,2,526,20,556,1384.0,December,2020,False,crime-statistics-2020.pdf
Barishal Range,0.0,2,13,1,0.0,92,0,2,6,20,387,2,1,229,0,232,755.0,December,2020,False,crime-statistics-2020.pdf
Rajshahi Range,1.0,4,38,3,0.0,196,2,5,4,43,491,10,0,766,89,865,1652.0,December,2020,False,crime-statistics-2020.pdf
Rangpur Range,1.0,3,24,3,0.0,204,1,0,4,57,683,2,0,448,28,478,1458.0,December,2020,False,crime-statistics-2020.pdf
Railway Range,0.0,0,2,0,0.0,1,0,1,0,8,7,0,0,18,1,19,38.0,December,2020,False,crime-statistics-2020.pdf
Total,23.0,81,259,78,2.0,1770,57,35,230,657,5769,112,21,6509,222,6864,15825.0,December,2020,False,crime-statistics-2020.pdf
DMP,21.0,176,219,105,3.0,2198,44,54,658,1217,5132,124,31,12619,72,12846,22673.0,January-December,2020,True,crime-statistics-2020.pdf
CMP,2.0,81,77,107,0.0,797,13,18,123,216,1501,410,9,2899,35,3353,6288.0,January-December,2020,True,crime-statistics-2020.pdf
KMP,0.0,15,17,5,0.0,112,7,4,21,70,298,5,1,1205,4,1215,1764.0,January-December,2020,True,crime-statistics-2020.pdf
RMP,0.0,29,16,5,2.0,241,11,3,38,82,584,11,0,2441,213,2665,3676.0,January-December,2020,True,crime-statistics-2020.pdf
BMP,0.0,13,20,20,0.0,161,1,1,67,115,449,9,0,680,1,690,1537.0,January-December,2020,True,crime-statistics-2020.pdf
SMP,4.0,7,31,62,1.0,269,4,11,32,110,819,14,2,539,55,610,1960.0,January-December,2020,True,crime-statistics-2020.pdf
RPMP,0.0,5,23,12,0.0,229,12,2,11,104,556,3,0,581,0,584,1538.0,January-December,2020,True,crime-statistics-2020.pdf
GMP,14.0,29,66,23,0.0,456,43,9,40,127,967,27,1,1188,7,1223,2997.0,January-December,2020,True,crime-statistics-2020.pdf
Dhaka Range,109.0,198,704,145,1.0,3398,124,97,383,1001,11252,138,26,9212,67,9443,26855.0,January-December,2020,True,crime-statistics-2020.pdf
Mymensingh Range,5.0,28,215,81,0.0,1861,16,29,77,459,6160,33,0,3903,80,4016,12947.0,January-December,2020,True,crime-statistics-2020.pdf
Chittagong Range,83.0,144,727,108,6.0,2888,93,78,446,1020,11372,474,21,10110,117,10722,27687.0,January-December,2020,True,crime-statistics-2020.pdf
Sylhet Range,14.0,27,233,16,0.0,926,16,34,67,457,4282,37,2,2118,255,2412,8484.0,January-December,2020,True,crime-statistics-2020.pdf
Khulna Range,25.0,83,334,41,0.0,2135,34,26,212,773,7334,168,17,6496,260,6941,17938.0,January-December,2020,True,crime-statistics-2020.pdf
Barishal Range,11.0,33,143,45,0.0,1432,20,18,143,216,5003,32,4,2772,8,2816,9880.0,January-December,2020,True,crime-statistics-2020.pdf
Rajshahi Range,9.0,71,388,65,0.0,2861,24,45,83,515,6697,185,32,11738,1061,13016,23774.0,January-December,2020,True,crime-statistics-2020.pdf
Rangpur Range,4.0,30,311,31,0.0,2543,21,19,130,660,8597,18,0,4636,492,5146,17492.0,January-December,2020,True,crime-statistics-2020.pdf
Railway Range,1.0,9,15,0,0.0,10,3,1,2,58,93,2,0,202,40,244,436.0,January-December,2020,True,crime-statistics-2020.pdf
Total,302.0,978,3539,871,13.0,22517,486,449,2533,7200,71096,1690,146,73339,2767,77942,187926.0,January-December,2020,True,crime-statistics-2020.pdf
DMP,1.0,10,19,10,0.0,118,9,6,49,127,411,6,3,1370,14,1393,2153.0,January,2019,False,crime-statistics-2019.pdf
CMP,0.0,3,9,5,0.0,22,0,5,6,15,125,38,0,449,1,488,678.0,January,2019,False,crime-statistics-2019.pdf
KMP,1.0,0,4,1,0.0,8,0,0,6,4,16,2,0,272,3,277,317.0,January,2019,False,crime-statistics-2019.pdf
RMP,0.0,4,1,1,1.0,11,0,0,4,6,52,3,0,283,35,321,401.0,January,2019,False,crime-statistics-2019.pdf
BMP,0.0,0,0,0,0.0,14,1,0,4,6,49,1,0,91,0,92,166.0,January,2019,False,crime-statistics-2019.pdf
SMP,0.0,2,5,3,0.0,15,0,13,2,2,55,0,0,44,2,46,143.0,January,2019,False,crime-statistics-2019.pdf
RPMP,0.0,0,1,0,0.0,12,1,0,0,6,33,0,0,68,0,68,121.0,January,2019,False,crime-statistics-2019.pdf
GMP,2.0,3,3,1,0.0,22,1,2,2,8,65,3,0,130,2,135,244.0,January,2019,False,crime-statistics-2019.pdf
Dhaka Range,7.0,11,75,10,0.0,216,12,13,28,70,889,18,3,1731,6,1758,3089.0,January,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,1,23,1,0.0,87,2,6,5,24,405,5,2,435,7,449,1004.0,January,2019,False,crime-statistics-2019.pdf
Chittagong Range,4.0,11,74,4,0.0,147,6,10,25,51,891,54,1,1108,10,1173,2396.0,January,2019,False,crime-statistics-2019.pdf
Sylhet Range,4.0,5,20,4,0.0,67,1,8,7,33,412,1,3,139,21,164,725.0,January,2019,False,crime-statistics-2019.pdf
Khulna Range,4.0,4,37,0,0.0,99,2,2,7,36,544,13,3,814,20,850,1585.0,January,2019,False,crime-statistics-2019.pdf
Barishal Range,2.0,3,16,2,0.0,86,3,2,16,23,378,1,0,363,0,364,895.0,January,2019,False,crime-statistics-2019.pdf
Rajshahi Range,5.0,8,29,6,0.0,99,8,2,5,40,469,25,15,1166,134,1340,2011.0,January,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,2,33,0,0.0,116,0,0,8,38,625,4,0,551,94,649,1472.0,January,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,1,2,0,0.0,0,0,0,0,5,9,0,0,55,12,67,84.0,January,2019,False,crime-statistics-2019.pdf
Total,32.0,68,351,48,1.0,1139,46,69,174,494,5428,174,30,9069,361,9634,17484.0,January,2019,False,crime-statistics-2019.pdf
DMP,1.0,8,16,10,0.0,148,4,5,42,126,399,10,1,1262,8,1281,2040.0,February,2019,False,crime-statistics-2019.pdf
CMP,0.0,3,5,9,0.0,31,2,2,9,11,86,33,0,379,1,413,571.0,February,2019,False,crime-statistics-2019.pdf
KMP,0.0,0,1,1,0.0,6,0,0,5,3,23,2,0,223,1,226,265.0,February,2019,False,crime-statistics-2019.pdf
RMP,0.0,2,0,2,0.0,10,0,0,5,5,36,2,0,311,23,336,396.0,February,2019,False,crime-statistics-2019.pdf
BMP,0.0,0,1,1,0.0,15,0,0,2,6,33,0,0,76,0,76,134.0,February,2019,False,crime-statistics-2019.pdf
SMP,0.0,1,2,7,0.0,6,0,0,1,4,44,1,0,53,1,55,120.0,February,2019,False,crime-statistics-2019.pdf
RPMP,1.0,0,0,1,0.0,16,5,0,0,6,30,1,0,68,0,69,128.0,February,2019,False,crime-statistics-2019.pdf
GMP,0.0,4,3,1,0.0,16,0,0,1,6,68,10,0,175,3,188,287.0,February,2019,False,crime-statistics-2019.pdf
Dhaka Range,5.0,7,53,4,0.0,193,9,7,21,79,812,10,1,1647,7,1665,2855.0,February,2019,False,crime-statistics-2019.pdf
Mymensingh Range,0.0,1,22,5,0.0,80,3,4,10,27,358,2,0,530,5,537,1047.0,February,2019,False,crime-statistics-2019.pdf
Chittagong Range,8.0,3,55,12,0.0,149,10,4,34,57,775,52,0,1444,5,1501,2608.0,February,2019,False,crime-statistics-2019.pdf
Sylhet Range,6.0,4,11,2,0.0,59,0,4,5,34,317,4,1,258,19,282,724.0,February,2019,False,crime-statistics-2019.pdf
Khulna Range,0.0,2,27,4,0.0,104,2,1,6,41,433,26,2,1099,34,1161,1781.0,February,2019,False,crime-statistics-2019.pdf
Barishal Range,1.0,4,19,0,0.0,96,3,1,13,15,368,1,0,349,0,350,870.0,February,2019,False,crime-statistics-2019.pdf
Rajshahi Range,2.0,3,32,3,0.0,128,6,6,3,25,445,27,3,1424,141,1595,2248.0,February,2019,False,crime-statistics-2019.pdf
Rangpur Range,0.0,0,14,1,0.0,160,1,3,8,40,529,2,0,649,94,745,1501.0,February,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,1,1,0,0.0,0,0,0,0,8,8,0,0,56,13,69,87.0,February,2019,False,crime-statistics-2019.pdf
Total,24.0,43,262,63,0.0,1217,45,37,165,493,4764,183,8,10003,355,10549,17662.0,February,2019,False,crime-statistics-2019.pdf
DMP,1.0,7,12,19,0.0,172,10,3,51,132,433,15,1,1564,13,1593,2433.0,March,2019,False,crime-statistics-2019.pdf
CMP,0.0,4,7,8,0.0,32,2,2,7,17,111,32,0,446,6,484,674.0,March,2019,False,crime-statistics-2019.pdf
KMP,0.0,1,2,1,0.0,15,0,0,5,4,28,3,1,222,3,229,285.0,March,2019,False,crime-statistics-2019.pdf
RMP,0.0,2,0,1,1.0,15,0,1,2,4,52,1,0,265,18,284,362.0,March,2019,False,crime-statistics-2019.pdf
BMP,0.0,0,1,2,0.0,11,0,0,4,4,50,0,0,88,0,88,160.0,March,2019,False,crime-statistics-2019.pdf
SMP,2.0,0,1,11,2.0,13,0,1,5,5,62,1,0,50,2,53,155.0,March,2019,False,crime-statistics-2019.pdf
RPMP,0.0,2,1,0,0.0,10,5,0,0,5,35,0,0,50,0,50,108.0,March,2019,False,crime-statistics-2019.pdf
GMP,1.0,3,7,1,0.0,22,2,0,0,15,64,17,0,216,5,238,353.0,March,2019,False,crime-statistics-2019.pdf
Dhaka Range,1.0,8,60,7,0.0,201,9,11,22,74,934,10,5,1609,7,1631,2958.0,March,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,0,17,2,0.0,102,1,0,4,19,379,5,0,467,4,476,1001.0,March,2019,False,crime-statistics-2019.pdf
Chittagong Range,4.0,5,69,6,0.0,166,4,10,29,54,803,56,1,1161,10,1228,2378.0,March,2019,False,crime-statistics-2019.pdf
Sylhet Range,1.0,2,23,1,0.0,72,2,7,4,44,351,3,0,215,13,231,738.0,March,2019,False,crime-statistics-2019.pdf
Khulna Range,3.0,2,40,3,1.0,125,0,0,13,36,504,20,5,715,38,778,1505.0,March,2019,False,crime-statistics-2019.pdf
Barishal Range,2.0,0,11,2,0.0,119,0,2,15,12,422,4,2,334,1,341,926.0,March,2019,False,crime-statistics-2019.pdf
Rajshahi Range,2.0,2,22,10,0.0,138,4,1,4,35,523,17,4,1148,105,1274,2015.0,March,2019,False,crime-statistics-2019.pdf
Rangpur Range,2.0,1,15,0,0.0,152,3,3,8,44,545,2,0,561,81,644,1417.0,March,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,0,2,0,0.0,1,0,0,0,9,17,0,0,49,11,60,89.0,March,2019,False,crime-statistics-2019.pdf
Total,20.0,39,290,74,4.0,1366,42,41,173,513,5313,186,19,9160,317,9682,17557.0,March,2019,False,crime-statistics-2019.pdf
DMP,1.0,10,12,13,0.0,216,14,8,38,107,469,12,3,1603,9,1627,2515.0,April,2019,False,crime-statistics-2019.pdf
CMP,1.0,9,15,6,0.0,50,0,5,8,16,107,60,0,478,8,546,763.0,April,2019,False,crime-statistics-2019.pdf
KMP,0.0,0,1,0,0.0,15,0,0,2,4,32,2,0,197,7,206,260.0,April,2019,False,crime-statistics-2019.pdf
RMP,0.0,4,1,0,0.0,19,2,0,4,4,57,1,0,410,31,442,533.0,April,2019,False,crime-statistics-2019.pdf
BMP,0.0,1,1,1,0.0,13,0,0,2,5,46,1,0,99,0,100,169.0,April,2019,False,crime-statistics-2019.pdf
SMP,0.0,1,2,2,0.0,19,1,0,1,4,62,0,0,71,3,74,166.0,April,2019,False,crime-statistics-2019.pdf
RPMP,0.0,0,2,0,0.0,14,0,0,0,5,43,0,0,89,0,89,153.0,April,2019,False,crime-statistics-2019.pdf
GMP,0.0,0,7,0,0.0,24,1,2,2,16,89,8,0,167,3,178,319.0,April,2019,False,crime-statistics-2019.pdf
Dhaka Range,10.0,15,65,2,0.0,322,16,8,28,85,1133,13,1,1888,5,1907,3591.0,April,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,1,24,2,0.0,166,0,0,4,34,427,3,0,510,2,515,1174.0,April,2019,False,crime-statistics-2019.pdf
Chittagong Range,5.0,6,65,11,0.0,274,8,13,29,64,1041,72,1,1298,6,1377,2893.0,April,2019,False,crime-statistics-2019.pdf
Sylhet Range,4.0,2,17,2,0.0,97,5,3,7,32,394,3,0,236,23,262,825.0,April,2019,False,crime-statistics-2019.pdf
Khulna Range,2.0,4,35,1,0.0,161,6,2,15,28,616,14,0,697,29,740,1610.0,April,2019,False,crime-statistics-2019.pdf
Barishal Range,2.0,5,11,3,0.0,152,0,1,20,19,463,4,0,386,1,391,1067.0,April,2019,False,crime-statistics-2019.pdf
Rajshahi Range,1.0,8,36,9,0.0,212,0,1,5,46,606,15,2,1226,109,1352,2276.0,April,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,4,23,1,0.0,216,2,2,6,41,745,1,0,607,72,680,1721.0,April,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,1,2,0,0.0,1,1,0,0,4,11,0,0,67,13,80,100.0,April,2019,False,crime-statistics-2019.pdf
Total,28.0,71,319,53,0.0,1971,56,45,171,514,6341,209,7,10029,321,10566,20135.0,April,2019,False,crime-statistics-2019.pdf
DMP,2.0,16,16,5,0.0,211,9,8,63,122,638,11,3,1524,8,1546,2636.0,May,2019,False,crime-statistics-2019.pdf
CMP,0.0,13,9,0,0.0,46,1,7,6,20,170,111,0,548,5,664,936.0,May,2019,False,crime-statistics-2019.pdf
KMP,0.0,2,0,0,0.0,12,0,1,2,7,40,0,0,117,2,119,183.0,May,2019,False,crime-statistics-2019.pdf
RMP,0.0,4,1,0,0.0,22,1,2,1,5,60,0,0,337,27,364,460.0,May,2019,False,crime-statistics-2019.pdf
BMP,0.0,1,0,0,0.0,11,0,0,3,5,47,1,0,116,0,117,184.0,May,2019,False,crime-statistics-2019.pdf
SMP,1.0,1,4,0,0.0,17,1,0,1,9,78,3,0,58,3,64,176.0,May,2019,False,crime-statistics-2019.pdf
RPMP,0.0,2,2,0,0.0,13,0,0,0,5,48,3,0,72,0,75,145.0,May,2019,False,crime-statistics-2019.pdf
GMP,0.0,5,5,0,0.0,31,3,3,4,19,123,5,0,128,1,134,327.0,May,2019,False,crime-statistics-2019.pdf
Dhaka Range,4.0,12,63,0,0.0,331,7,15,31,88,1232,16,5,1863,6,1890,3673.0,May,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,0,27,0,0.0,139,5,3,6,30,549,4,0,485,4,493,1253.0,May,2019,False,crime-statistics-2019.pdf
Chittagong Range,9.0,9,75,0,0.0,295,9,7,24,81,1265,82,0,1303,7,1392,3166.0,May,2019,False,crime-statistics-2019.pdf
Sylhet Range,1.0,3,20,0,0.0,90,1,4,2,39,526,5,1,216,13,235,921.0,May,2019,False,crime-statistics-2019.pdf
Khulna Range,3.0,4,36,0,0.0,171,3,3,11,35,725,22,4,642,31,699,1690.0,May,2019,False,crime-statistics-2019.pdf
Barishal Range,0.0,2,7,0,0.0,184,0,0,11,20,548,1,1,323,1,326,1098.0,May,2019,False,crime-statistics-2019.pdf
Rajshahi Range,2.0,5,35,0,0.0,241,2,3,10,41,629,18,6,1158,128,1310,2278.0,May,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,2,17,0,0.0,227,1,3,7,46,801,1,1,553,81,636,1741.0,May,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,1,3,0,0.0,0,0,0,0,7,13,0,0,48,16,64,88.0,May,2019,False,crime-statistics-2019.pdf
Total,24.0,82,320,5,0.0,2041,43,59,182,579,7492,283,21,9491,333,10128,20955.0,May,2019,False,crime-statistics-2019.pdf
DMP,2.0,7,19,0,0.0,234,6,9,56,108,387,8,3,1121,7,1139,1967.0,June,2019,False,crime-statistics-2019.pdf
CMP,0.0,8,6,1,0.0,51,3,5,7,16,135,68,0,414,4,486,718.0,June,2019,False,crime-statistics-2019.pdf
KMP,0.0,0,1,0,0.0,16,0,0,1,5,43,0,0,115,2,117,183.0,June,2019,False,crime-statistics-2019.pdf
RMP,0.0,2,2,0,0.0,25,0,1,4,2,53,0,0,255,19,274,363.0,June,2019,False,crime-statistics-2019.pdf
BMP,0.0,2,3,0,0.0,18,0,0,2,6,42,0,0,99,0,99,172.0,June,2019,False,crime-statistics-2019.pdf
SMP,0.0,3,5,0,0.0,21,1,3,0,3,64,0,0,72,7,79,179.0,June,2019,False,crime-statistics-2019.pdf
RPMP,0.0,0,3,0,0.0,12,5,0,0,6,35,1,0,69,0,70,131.0,June,2019,False,crime-statistics-2019.pdf
GMP,0.0,4,5,0,0.0,25,5,0,1,12,97,3,0,211,1,215,364.0,June,2019,False,crime-statistics-2019.pdf
Dhaka Range,10.0,17,66,3,0.0,315,8,11,34,86,1106,13,1,1350,5,1369,3025.0,June,2019,False,crime-statistics-2019.pdf
Mymensingh Range,0.0,2,19,0,0.0,173,4,3,4,32,565,5,0,503,9,517,1319.0,June,2019,False,crime-statistics-2019.pdf
Chittagong Range,5.0,11,87,2,0.0,295,7,12,27,83,1128,71,0,1173,6,1250,2907.0,June,2019,False,crime-statistics-2019.pdf
Sylhet Range,1.0,5,24,0,0.0,94,3,4,7,45,383,5,0,179,12,196,762.0,June,2019,False,crime-statistics-2019.pdf
Khulna Range,3.0,17,32,0,0.0,196,5,5,20,49,696,15,2,568,43,628,1651.0,June,2019,False,crime-statistics-2019.pdf
Barishal Range,0.0,5,23,0,0.0,152,1,3,15,20,505,0,0,271,0,271,995.0,June,2019,False,crime-statistics-2019.pdf
Rajshahi Range,2.0,7,54,0,0.0,250,3,3,8,29,644,12,4,1046,114,1176,2176.0,June,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,2,22,1,0.0,222,1,2,6,40,756,2,0,467,82,551,1604.0,June,2019,False,crime-statistics-2019.pdf
Railway Range,1.0,0,0,0,0.0,1,0,0,0,5,10,0,0,36,11,47,64.0,June,2019,False,crime-statistics-2019.pdf
Total,25.0,92,371,7,0.0,2100,52,61,192,547,6649,203,10,7949,322,8484,18580.0,June,2019,False,crime-statistics-2019.pdf
DMP,0.0,18,33,2,0.0,205,7,13,69,139,498,14,4,1627,11,1656,2640.0,July,2019,False,crime-statistics-2019.pdf
CMP,0.0,7,4,0,0.0,73,0,0,13,21,117,62,0,450,3,515,750.0,July,2019,False,crime-statistics-2019.pdf
KMP,0.0,1,2,0,0.0,16,0,0,1,3,31,0,0,90,3,93,147.0,July,2019,False,crime-statistics-2019.pdf
RMP,0.0,6,2,0,0.0,11,5,1,2,9,66,2,0,396,30,428,530.0,July,2019,False,crime-statistics-2019.pdf
BMP,1.0,1,5,0,0.0,14,0,0,6,5,34,1,0,114,0,115,181.0,July,2019,False,crime-statistics-2019.pdf
SMP,0.0,4,3,0,0.0,14,2,2,0,9,74,3,0,96,2,101,209.0,July,2019,False,crime-statistics-2019.pdf
RPMP,1.0,2,2,0,0.0,23,0,0,1,4,31,2,0,84,0,86,150.0,July,2019,False,crime-statistics-2019.pdf
GMP,2.0,3,8,0,0.0,36,2,3,2,13,102,3,0,243,1,247,418.0,July,2019,False,crime-statistics-2019.pdf
Dhaka Range,10.0,13,77,3,0.0,338,11,4,29,93,896,7,1,1577,5,1590,3064.0,July,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,3,20,0,0.0,155,2,6,6,31,393,7,0,646,5,658,1275.0,July,2019,False,crime-statistics-2019.pdf
Chittagong Range,11.0,13,62,2,0.0,262,6,6,51,69,856,68,0,1195,8,1271,2609.0,July,2019,False,crime-statistics-2019.pdf
Sylhet Range,3.0,1,12,0,0.0,99,0,2,8,37,367,7,0,248,20,275,804.0,July,2019,False,crime-statistics-2019.pdf
Khulna Range,4.0,8,39,0,0.0,213,1,4,17,62,644,18,5,956,30,1009,2001.0,July,2019,False,crime-statistics-2019.pdf
Barishal Range,3.0,6,9,0,0.0,142,1,1,19,22,396,4,0,358,0,362,961.0,July,2019,False,crime-statistics-2019.pdf
Rajshahi Range,1.0,4,35,0,0.0,256,4,2,8,42,479,23,4,1378,93,1498,2329.0,July,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,2,18,0,0.0,225,3,2,9,45,754,2,0,650,100,752,1811.0,July,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,4,1,0,0.0,1,0,0,0,7,7,1,0,62,24,87,107.0,July,2019,False,crime-statistics-2019.pdf
Total,38.0,96,332,7,0.0,2083,44,46,241,611,5745,224,14,10170,335,10743,19986.0,July,2019,False,crime-statistics-2019.pdf
DMP,2.0,16,14,6,0.0,205,8,5,58,98,393,6,1,1371,6,1384,2189.0,August,2019,False,crime-statistics-2019.pdf
CMP,1.0,7,5,7,0.0,68,1,4,16,20,133,67,0,400,1,468,730.0,August,2019,False,crime-statistics-2019.pdf
KMP,0.0,0,3,0,0.0,13,0,0,1,11,33,1,0,83,0,84,145.0,August,2019,False,crime-statistics-2019.pdf
RMP,0.0,2,5,2,0.0,20,2,2,3,6,45,3,0,342,18,363,450.0,August,2019,False,crime-statistics-2019.pdf
BMP,0.0,2,4,1,0.0,14,0,0,11,8,43,2,0,133,0,135,218.0,August,2019,False,crime-statistics-2019.pdf
SMP,1.0,1,2,5,0.0,25,0,2,5,8,82,2,0,65,4,71,202.0,August,2019,False,crime-statistics-2019.pdf
RPMP,0.0,0,2,0,0.0,16,0,0,0,7,33,0,0,91,0,91,149.0,August,2019,False,crime-statistics-2019.pdf
GMP,0.0,3,7,1,0.0,35,1,0,0,11,69,7,1,218,3,229,356.0,August,2019,False,crime-statistics-2019.pdf
Dhaka Range,3.0,12,75,5,0.0,279,47,6,36,84,998,15,2,1441,2,1460,3005.0,August,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,4,29,4,0.0,161,2,4,5,33,518,10,0,482,9,501,1262.0,August,2019,False,crime-statistics-2019.pdf
Chittagong Range,11.0,5,72,9,0.0,221,7,10,36,66,906,69,1,1213,7,1290,2633.0,August,2019,False,crime-statistics-2019.pdf
Sylhet Range,3.0,2,22,2,0.0,84,2,6,9,39,372,4,0,252,29,285,826.0,August,2019,False,crime-statistics-2019.pdf
Khulna Range,3.0,9,37,2,0.0,174,3,1,19,46,572,21,5,809,29,864,1730.0,August,2019,False,crime-statistics-2019.pdf
Barishal Range,2.0,1,9,0,0.0,153,3,2,13,19,409,6,0,364,1,371,982.0,August,2019,False,crime-statistics-2019.pdf
Rajshahi Range,1.0,9,28,10,0.0,196,2,2,7,43,603,20,4,1245,97,1366,2267.0,August,2019,False,crime-statistics-2019.pdf
Rangpur Range,0.0,4,27,1,0.0,271,0,2,7,66,842,4,1,620,88,713,1933.0,August,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,2,3,0,0.0,2,0,0,0,5,26,0,0,27,4,31,69.0,August,2019,False,crime-statistics-2019.pdf
Total,28.0,79,344,55,0.0,1937,78,46,226,570,6077,237,15,9156,298,9706,19146.0,August,2019,False,crime-statistics-2019.pdf
DMP,3.0,17,11,9,0.0,258,13,3,70,143,499,11,1,1496,15,1523,2549.0,September,2019,False,crime-statistics-2019.pdf
CMP,0.0,10,6,4,0.0,80,1,3,13,15,116,65,0,441,2,508,756.0,September,2019,False,crime-statistics-2019.pdf
KMP,1.0,0,2,1,0.0,7,0,0,1,9,34,0,0,148,0,148,203.0,September,2019,False,crime-statistics-2019.pdf
RMP,1.0,2,1,0,0.0,29,0,1,2,2,46,2,0,341,24,367,451.0,September,2019,False,crime-statistics-2019.pdf
BMP,0.0,2,3,2,0.0,13,0,1,12,8,52,0,0,127,0,127,220.0,September,2019,False,crime-statistics-2019.pdf
SMP,1.0,0,0,3,0.0,28,2,1,1,13,81,3,0,56,3,62,192.0,September,2019,False,crime-statistics-2019.pdf
RPMP,0.0,0,1,0,0.0,13,5,0,0,10,32,1,0,67,0,68,129.0,September,2019,False,crime-statistics-2019.pdf
GMP,1.0,2,5,0,0.0,49,4,1,0,13,96,4,0,215,0,219,390.0,September,2019,False,crime-statistics-2019.pdf
Dhaka Range,9.0,10,54,6,0.0,330,11,6,40,119,959,18,1,1471,10,1500,3044.0,September,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,2,24,6,0.0,161,4,4,4,48,501,7,0,766,15,788,1543.0,September,2019,False,crime-statistics-2019.pdf
Chittagong Range,11.0,9,58,8,0.0,290,14,7,44,90,825,78,2,1284,11,1375,2731.0,September,2019,False,crime-statistics-2019.pdf
Sylhet Range,2.0,2,18,0,0.0,97,3,10,10,52,356,9,0,279,27,315,865.0,September,2019,False,crime-statistics-2019.pdf
Khulna Range,2.0,5,25,4,0.0,203,4,3,25,64,612,15,0,877,41,933,1880.0,September,2019,False,crime-statistics-2019.pdf
Barishal Range,4.0,2,10,0,0.0,148,2,3,15,16,428,5,0,340,2,347,975.0,September,2019,False,crime-statistics-2019.pdf
Rajshahi Range,1.0,9,26,6,0.0,284,9,3,9,38,542,28,6,1543,123,1700,2627.0,September,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,3,22,1,0.0,285,5,2,12,67,752,4,0,706,71,781,1931.0,September,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,0,2,0,0.0,1,0,0,0,5,12,0,0,41,16,57,77.0,September,2019,False,crime-statistics-2019.pdf
Total,38.0,75,268,50,0.0,2276,77,48,258,712,5943,250,10,10198,360,10818,20563.0,September,2019,False,crime-statistics-2019.pdf
DMP,4.0,11,19,7,0.0,247,6,3,64,163,497,21,4,1192,8,1225,2246.0,October,2019,False,crime-statistics-2019.pdf
CMP,0.0,9,8,11,0.0,97,3,0,11,15,122,53,2,432,3,490,766.0,October,2019,False,crime-statistics-2019.pdf
KMP,0.0,0,1,1,0.0,10,0,0,3,6,28,0,2,108,1,111,160.0,October,2019,False,crime-statistics-2019.pdf
RMP,0.0,4,1,0,1.0,26,3,1,5,4,44,4,0,301,16,321,410.0,October,2019,False,crime-statistics-2019.pdf
BMP,1.0,1,3,1,0.0,7,0,1,12,10,39,2,0,107,0,109,184.0,October,2019,False,crime-statistics-2019.pdf
SMP,0.0,0,1,9,0.0,25,0,0,5,12,62,3,1,51,5,60,174.0,October,2019,False,crime-statistics-2019.pdf
RPMP,0.0,0,0,0,0.0,11,0,0,0,3,53,1,0,102,0,103,170.0,October,2019,False,crime-statistics-2019.pdf
GMP,2.0,6,4,2,0.0,37,0,0,1,15,83,5,1,203,2,211,361.0,October,2019,False,crime-statistics-2019.pdf
Dhaka Range,9.0,17,75,7,0.0,339,13,9,35,101,895,20,3,1326,7,1356,2856.0,October,2019,False,crime-statistics-2019.pdf
Mymensingh Range,1.0,2,19,3,0.0,160,4,5,5,32,355,4,1,608,13,626,1212.0,October,2019,False,crime-statistics-2019.pdf
Chittagong Range,12.0,13,59,10,0.0,274,8,6,31,97,897,69,2,1075,10,1156,2563.0,October,2019,False,crime-statistics-2019.pdf
Sylhet Range,1.0,2,12,0,0.0,96,2,3,8,46,340,6,0,241,34,281,791.0,October,2019,False,crime-statistics-2019.pdf
Khulna Range,3.0,5,21,4,0.0,175,0,2,22,54,564,13,3,805,42,863,1713.0,October,2019,False,crime-statistics-2019.pdf
