unit_name,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,r_arms_act,r_explosive_act,r_narcotics,r_smuggling,total_recovery_cases,total_cases,month,year,is_annual_total,source_pdf
Barishal Range,2.0,3,13,0,0.0,141,4,1,16,15,417,5,2,310,0,317,929.0,October,2019,False,crime-statistics-2019.pdf
Rajshahi Range,2.0,10,29,11,0.0,230,5,4,6,41,555,24,4,1414,135,1577,2470.0,October,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,5,21,2,0.0,226,0,3,17,63,610,2,0,579,104,685,1633.0,October,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,2,2,1,0.0,0,0,0,0,9,6,0,1,34,17,52,72.0,October,2019,False,crime-statistics-2019.pdf
Total,38.0,90,288,69,1.0,2101,48,38,241,686,5567,232,26,8888,397,9543,18710.0,October,2019,False,crime-statistics-2019.pdf
DMP,2.0,22,20,4,1.0,210,4,4,60,141,477,12,2,1355,15,1384,2329.0,November,2019,False,crime-statistics-2019.pdf
CMP,0.0,5,5,9,0.0,94,0,2,8,20,109,51,1,421,4,477,729.0,November,2019,False,crime-statistics-2019.pdf
KMP,0.0,0,1,0,0.0,9,0,0,4,1,23,3,0,111,1,115,153.0,November,2019,False,crime-statistics-2019.pdf
RMP,0.0,1,4,0,0.0,14,1,0,1,7,38,2,0,325,19,346,412.0,November,2019,False,crime-statistics-2019.pdf
BMP,0.0,0,3,0,0.0,21,1,0,8,7,33,2,0,88,0,90,163.0,November,2019,False,crime-statistics-2019.pdf
SMP,0.0,2,3,6,0.0,23,1,1,1,16,62,4,0,63,9,76,191.0,November,2019,False,crime-statistics-2019.pdf
RPMP,1.0,1,1,1,0.0,18,0,0,0,3,33,1,0,67,0,68,126.0,November,2019,False,crime-statistics-2019.pdf
GMP,0.0,2,6,0,0.0,39,3,0,3,11,65,7,0,155,2,164,293.0,November,2019,False,crime-statistics-2019.pdf
Dhaka Range,6.0,16,47,6,0.0,302,8,7,31,83,885,22,2,1245,10,1279,2670.0,November,2019,False,crime-statistics-2019.pdf
Mymensingh Range,0.0,2,14,2,0.0,161,1,0,7,34,417,3,0,597,4,604,1242.0,November,2019,False,crime-statistics-2019.pdf
Chittagong Range,7.0,14,51,9,0.0,267,6,8,25,82,810,47,1,1058,6,1112,2391.0,November,2019,False,crime-statistics-2019.pdf
Sylhet Range,2.0,6,19,0,0.0,66,1,4,1,31,312,10,0,230,31,271,713.0,November,2019,False,crime-statistics-2019.pdf
Khulna Range,1.0,7,28,2,0.0,169,0,1,19,62,596,21,4,743,26,794,1679.0,November,2019,False,crime-statistics-2019.pdf
Barishal Range,1.0,1,7,1,0.0,111,3,0,14,19,377,3,0,284,0,287,821.0,November,2019,False,crime-statistics-2019.pdf
Rajshahi Range,1.0,6,26,4,0.0,236,3,4,7,35,554,22,4,1362,137,1525,2401.0,November,2019,False,crime-statistics-2019.pdf
Rangpur Range,1.0,6,22,2,0.0,183,0,7,8,42,677,3,0,533,81,617,1565.0,November,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,4,1,0,0.0,0,0,0,0,5,9,1,0,33,15,49,68.0,November,2019,False,crime-statistics-2019.pdf
Total,22.0,95,258,46,1.0,1923,32,38,197,599,5477,214,14,8670,360,9258,17946.0,November,2019,False,crime-statistics-2019.pdf
DMP,2.0,13,17,12,1.0,176,8,6,74,111,402,7,6,1395,7,1415,2237.0,December,2019,False,crime-statistics-2019.pdf
CMP,0.0,6,6,7,0.0,60,1,0,16,12,112,54,2,373,3,432,652.0,December,2019,False,crime-statistics-2019.pdf
KMP,0.0,0,0,1,0.0,11,0,1,2,5,26,0,1,98,1,100,146.0,December,2019,False,crime-statistics-2019.pdf
RMP,0.0,0,2,0,0.0,15,2,1,2,7,33,1,0,272,23,296,358.0,December,2019,False,crime-statistics-2019.pdf
BMP,0.0,1,1,0,0.0,9,0,0,4,6,36,1,0,93,0,94,151.0,December,2019,False,crime-statistics-2019.pdf
SMP,0.0,0,4,4,0.0,17,1,1,2,18,64,1,1,50,8,60,171.0,December,2019,False,crime-statistics-2019.pdf
RPMP,1.0,2,3,1,0.0,11,0,0,1,11,28,1,0,64,0,65,123.0,December,2019,False,crime-statistics-2019.pdf
GMP,3.0,3,5,0,0.0,36,3,0,2,13,73,1,0,212,1,214,352.0,December,2019,False,crime-statistics-2019.pdf
Dhaka Range,11.0,16,60,6,0.0,266,6,5,28,87,806,14,2,1111,10,1137,2428.0,December,2019,False,crime-statistics-2019.pdf
Mymensingh Range,0.0,3,13,4,0.0,130,3,1,4,33,434,1,0,520,10,531,1156.0,December,2019,False,crime-statistics-2019.pdf
Chittagong Range,4.0,7,50,8,0.0,220,4,5,35,73,766,58,2,984,18,1062,2224.0,December,2019,False,crime-statistics-2019.pdf
Sylhet Range,2.0,4,16,4,0.0,60,1,2,3,39,337,5,0,222,20,247,715.0,December,2019,False,crime-statistics-2019.pdf
Khulna Range,3.0,5,24,1,0.0,153,0,0,18,39,549,13,2,760,23,798,1590.0,December,2019,False,crime-statistics-2019.pdf
Barishal Range,3.0,1,11,1,0.0,93,2,0,11,19,383,3,2,286,2,293,817.0,December,2019,False,crime-statistics-2019.pdf
Rajshahi Range,2.0,4,21,4,0.0,204,2,2,5,43,508,15,4,1439,135,1593,2388.0,December,2019,False,crime-statistics-2019.pdf
Rangpur Range,2.0,1,15,1,0.0,149,2,3,12,39,571,1,0,496,81,578,1373.0,December,2019,False,crime-statistics-2019.pdf
Railway Range,0.0,0,2,0,0.0,0,0,0,0,7,12,1,0,34,13,48,69.0,December,2019,False,crime-statistics-2019.pdf
Total,33.0,66,250,54,1.0,1610,35,27,219,562,5140,177,22,8409,355,8963,16960.0,December,2019,False,crime-statistics-2019.pdf
DMP,21.0,155,208,97,2.0,2400,98,73,694,1517,5503,133,32,16880,121,17166,27914.0,January-December,2019,True,crime-statistics-2019.pdf
CMP,2.0,84,85,67,0.0,704,14,35,120,198,1443,694,5,5231,41,5971,8723.0,January-December,2019,True,crime-statistics-2019.pdf
KMP,2.0,4,18,6,0.0,138,0,2,33,62,357,13,4,1784,24,1825,2447.0,January-December,2019,True,crime-statistics-2019.pdf
RMP,1.0,33,20,6,3.0,217,16,10,35,61,582,21,0,3838,283,4142,5126.0,January-December,2019,True,crime-statistics-2019.pdf
BMP,2.0,11,25,8,0.0,160,2,2,70,76,504,11,0,1231,0,1242,2102.0,January-December,2019,True,crime-statistics-2019.pdf
SMP,5.0,15,32,50,2.0,223,9,24,24,103,790,21,2,729,49,801,2078.0,January-December,2019,True,crime-statistics-2019.pdf
RPMP,4.0,9,18,3,0.0,169,21,0,2,71,434,11,0,891,0,902,1633.0,January-December,2019,True,crime-statistics-2019.pdf
GMP,11.0,38,65,6,0.0,372,25,11,18,152,994,73,2,2273,24,2372,4064.0,January-December,2019,True,crime-statistics-2019.pdf
Dhaka Range,85.0,154,770,59,0.0,3432,157,102,363,1049,11545,176,27,18259,80,18542,36258.0,January-December,2019,True,crime-statistics-2019.pdf
Mymensingh Range,8.0,21,251,29,0.0,1675,31,36,64,377,5301,56,3,6549,87,6695,14488.0,January-December,2019,True,crime-statistics-2019.pdf
Chittagong Range,91.0,106,777,81,0.0,2860,89,98,390,867,10963,776,11,14296,104,15187,31509.0,January-December,2019,True,crime-statistics-2019.pdf
Sylhet Range,30.0,38,214,15,0.0,981,21,57,71,471,4467,62,5,2715,262,3044,9409.0,January-December,2019,True,crime-statistics-2019.pdf
Khulna Range,31.0,72,381,21,1.0,1943,26,24,192,552,7055,211,35,9485,386,10117,20415.0,January-December,2019,True,crime-statistics-2019.pdf
Barishal Range,22.0,33,146,9,0.0,1577,22,16,178,219,5094,37,7,3968,8,4020,11336.0,January-December,2019,True,crime-statistics-2019.pdf
Rajshahi Range,22.0,75,373,63,0.0,2474,48,33,77,458,6557,246,60,15549,1451,17306,27486.0,January-December,2019,True,crime-statistics-2019.pdf
Rangpur Range,12.0,32,249,10,0.0,2432,18,32,108,571,8207,28,2,6972,1029,8031,19702.0,January-December,2019,True,crime-statistics-2019.pdf
Railway Range,1.0,16,21,1,0.0,7,1,0,0,76,140,3,1,542,165,711,974.0,January-December,2019,True,crime-statistics-2019.pdf
Total,350.0,896,3653,531,8.0,21764,598,555,2439,6880,69936,2572,196,111192,4114,118074,225684.0,January-December,2019,True,crime-statistics-2019.pdf
DMP,47.0,220,245,363,3.0,1370,139,155,555,1915,7228,518,82,10535,144,11279,23519.0,January-December,2010,True,html:crime_statistic/year/2010
CMP,16.0,108,94,31,7.0,455,37,31,123,314,1831,51,0,866,99,1016,4063.0,January-December,2010,True,html:crime_statistic/year/2010
KMP,3.0,9,29,25,0.0,153,11,4,65,91,551,19,2,792,13,826,1767.0,January-December,2010,True,html:crime_statistic/year/2010
RMP,4.0,20,21,9,15.0,157,9,12,53,106,578,3,4,332,248,587,1571.0,January-December,2010,True,html:crime_statistic/year/2010
BMP,8.0,12,19,21,0.0,112,6,8,24,83,557,17,0,155,117,289,1139.0,January-December,2010,True,html:crime_statistic/year/2010
SMP,12.0,33,33,34,1.0,104,14,12,33,154,866,14,0,154,20,188,1484.0,January-December,2010,True,html:crime_statistic/year/2010
Dhaka Range,162.0,199,1153,362,7.0,4272,171,71,643,1477,19966,309,30,4459,993,5791,34274.0,January-December,2010,True,html:crime_statistic/year/2010
Mymensingh Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2010,True,html:crime_statistic/year/2010
Chittagong Range,153.0,122,639,245,32.0,2915,111,87,429,998,12985,235,20,4730,612,5597,24313.0,January-December,2010,True,html:crime_statistic/year/2010
Sylhet Range,85.0,43,245,75,17.0,848,41,19,186,524,5266,30,4,905,172,1111,8460.0,January-December,2010,True,html:crime_statistic/year/2010
Khulna Range,74.0,125,513,110,15.0,2275,156,25,332,947,9954,211,96,2292,1238,3837,18363.0,January-December,2010,True,html:crime_statistic/year/2010
Barishal Range,38.0,37,207,112,3.0,991,65,13,214,374,6561,33,5,334,33,405,9020.0,January-December,2010,True,html:crime_statistic/year/2010
Rajshahi Range,54.0,130,757,276,29.0,4095,105,35,442,1442,20654,134,10,3614,2509,6267,34286.0,January-December,2010,True,html:crime_statistic/year/2010
Rangpur Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2010,True,html:crime_statistic/year/2010
Railway Range,0.0,1,33,3,1.0,5,5,1,2,104,142,1,0,176,165,342,639.0,January-December,2010,True,html:crime_statistic/year/2010
GMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2010,True,html:crime_statistic/year/2010
RPMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2010,True,html:crime_statistic/year/2010
ATU,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2010,True,html:crime_statistic/year/2010
Total,656.0,1059,3988,1666,130.0,17752,870,473,3101,8529,87139,1575,253,29344,6363,37535,162898.0,January-December,2010,True,html:crime_statistic/year/2010
DMP,43.0,294,259,324,9.0,1538,118,142,589,2050,6766,358,77,10405,88,10928,23060.0,January-December,2011,True,html:crime_statistic/year/2011
CMP,16.0,66,83,43,15.0,408,30,19,125,355,1304,89,4,1541,28,1662,4126.0,January-December,2011,True,html:crime_statistic/year/2011
KMP,3.0,13,23,17,0.0,171,12,10,57,92,478,14,3,495,9,521,1397.0,January-December,2011,True,html:crime_statistic/year/2011
RMP,2.0,14,18,3,3.0,146,16,11,55,101,665,8,1,253,199,461,1495.0,January-December,2011,True,html:crime_statistic/year/2011
BMP,18.0,8,15,12,0.0,147,9,12,40,88,564,11,0,196,80,287,1200.0,January-December,2011,True,html:crime_statistic/year/2011
SMP,9.0,24,37,42,1.0,158,16,16,31,129,857,8,0,178,32,218,1538.0,January-December,2011,True,html:crime_statistic/year/2011
Dhaka Range,160.0,174,1199,361,17.0,4838,144,117,607,1731,19993,260,25,7497,1076,8858,38199.0,January-December,2011,True,html:crime_statistic/year/2011
Mymensingh Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2011,True,html:crime_statistic/year/2011
Chittagong Range,164.0,116,640,241,10.0,4397,105,116,458,1130,13846,192,20,4122,555,4889,26112.0,January-December,2011,True,html:crime_statistic/year/2011
Sylhet Range,60.0,42,283,58,19.0,987,40,27,177,481,5473,19,0,1464,190,1673,9320.0,January-December,2011,True,html:crime_statistic/year/2011
Khulna Range,58.0,124,414,105,5.0,2796,119,32,395,902,10452,152,60,2168,1047,3427,18829.0,January-December,2011,True,html:crime_statistic/year/2011
Barishal Range,33.0,43,194,473,8.0,1060,60,20,214,331,6611,41,6,350,19,416,9463.0,January-December,2011,True,html:crime_statistic/year/2011
Rajshahi Range,81.0,146,780,179,22.0,4735,121,58,385,1388,21174,114,11,2763,2276,5164,34233.0,January-December,2011,True,html:crime_statistic/year/2011
Rangpur Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2011,True,html:crime_statistic/year/2011
Railway Range,3.0,5,21,5,0.0,8,2,1,1,95,172,3,0,264,115,382,695.0,January-December,2011,True,html:crime_statistic/year/2011
GMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2011,True,html:crime_statistic/year/2011
RPMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2011,True,html:crime_statistic/year/2011
ATU,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2011,True,html:crime_statistic/year/2011
Total,650.0,1069,3966,1863,109.0,21389,792,581,3134,8873,88355,1269,207,31696,5714,38886,169667.0,January-December,2011,True,html:crime_statistic/year/2011
DMP,66.0,222,264,388,11.0,1637,149,136,592,2240,8296,284,94,8345,99,8822,22823.0,January-December,2012,True,html:crime_statistic/year/2012
CMP,10.0,66,88,74,18.0,281,27,26,112,283,1492,121,5,1976,41,2143,4620.0,January-December,2012,True,html:crime_statistic/year/2012
KMP,1.0,18,23,14,0.0,199,16,9,44,76,493,17,7,437,19,480,1373.0,January-December,2012,True,html:crime_statistic/year/2012
RMP,2.0,24,37,9,6.0,122,11,15,52,136,728,5,3,229,130,367,1509.0,January-December,2012,True,html:crime_statistic/year/2012
BMP,8.0,9,20,7,0.0,135,5,11,40,75,600,16,0,459,49,524,1434.0,January-December,2012,True,html:crime_statistic/year/2012
SMP,8.0,15,37,52,3.0,140,6,28,42,116,784,11,1,186,4,202,1433.0,January-December,2012,True,html:crime_statistic/year/2012
Dhaka Range,154.0,150,1244,426,7.0,5115,156,135,634,1742,21957,315,28,10918,1039,12300,44020.0,January-December,2012,True,html:crime_statistic/year/2012
Mymensingh Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2012,True,html:crime_statistic/year/2012
Chittagong Range,129.0,103,664,267,17.0,4221,120,122,430,1134,15873,232,13,4613,531,5389,28469.0,January-December,2012,True,html:crime_statistic/year/2012
Sylhet Range,56.0,26,236,66,17.0,848,26,29,152,480,6018,38,3,1751,186,1978,9932.0,January-December,2012,True,html:crime_statistic/year/2012
Khulna Range,64.0,151,482,153,12.0,2564,167,46,359,761,11275,260,110,3372,1207,4949,20983.0,January-December,2012,True,html:crime_statistic/year/2012
Barishal Range,34.0,61,170,232,1.0,1168,55,13,186,277,6879,44,11,444,56,555,9631.0,January-December,2012,True,html:crime_statistic/year/2012
Rajshahi Range,38.0,55,464,132,0.0,2281,54,47,155,554,11932,131,12,3120,2124,5387,21099.0,January-December,2012,True,html:crime_statistic/year/2012
Rangpur Range,20.0,53,354,85,2.0,2235,53,41,129,607,9586,32,2,1083,959,2076,15241.0,January-December,2012,True,html:crime_statistic/year/2012
Railway Range,3.0,11,31,2,0.0,1,5,1,0,117,199,5,0,331,134,470,840.0,January-December,2012,True,html:crime_statistic/year/2012
GMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2012,True,html:crime_statistic/year/2012
RPMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2012,True,html:crime_statistic/year/2012
ATU,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2012,True,html:crime_statistic/year/2012
Total,593.0,964,4114,1907,94.0,20947,850,659,2927,8598,96112,1511,289,37264,6578,45642,183407.0,January-December,2012,True,html:crime_statistic/year/2012
DMP,47.0,241,270,338,37.0,1631,165,203,534,2196,7077,242,387,7927,106,8662,21401.0,January-December,2013,True,html:crime_statistic/year/2013
CMP,4.0,55,95,57,24.0,244,18,68,74,239,1281,79,37,1977,36,2129,4288.0,January-December,2013,True,html:crime_statistic/year/2013
KMP,2.0,30,31,23,0.0,153,12,20,39,78,494,23,14,442,9,488,1370.0,January-December,2013,True,html:crime_statistic/year/2013
RMP,3.0,23,29,19,15.0,152,23,58,54,166,791,22,15,144,108,289,1622.0,January-December,2013,True,html:crime_statistic/year/2013
BMP,11.0,11,17,8,1.0,110,8,25,27,46,487,16,4,607,9,636,1387.0,January-December,2013,True,html:crime_statistic/year/2013
SMP,19.0,29,32,33,2.0,131,3,30,26,136,739,19,31,194,4,248,1428.0,January-December,2013,True,html:crime_statistic/year/2013
Dhaka Range,147.0,175,1303,451,14.0,4766,149,182,686,1555,22429,296,133,11139,627,12195,44052.0,January-December,2013,True,html:crime_statistic/year/2013
Mymensingh Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2013,True,html:crime_statistic/year/2013
Chittagong Range,143.0,132,758,262,56.0,3532,130,336,425,960,15863,320,91,4801,354,5566,28163.0,January-December,2013,True,html:crime_statistic/year/2013
Sylhet Range,53.0,35,266,75,21.0,834,37,42,109,398,5773,27,3,1620,186,1836,9479.0,January-December,2013,True,html:crime_statistic/year/2013
Khulna Range,76.0,126,520,181,1.0,2309,153,99,356,720,10968,253,148,2286,1873,4560,20069.0,January-December,2013,True,html:crime_statistic/year/2013
Barishal Range,40.0,31,209,115,1.0,1185,62,44,154,244,6920,27,15,502,28,572,9577.0,January-December,2013,True,html:crime_statistic/year/2013
Rajshahi Range,47.0,63,480,168,0.0,2161,63,99,134,513,10810,163,100,2716,1896,4875,19413.0,January-December,2013,True,html:crime_statistic/year/2013
Rangpur Range,18.0,62,345,163,0.0,2389,54,50,142,533,10032,27,27,1213,1120,2387,16175.0,January-December,2013,True,html:crime_statistic/year/2013
Railway Range,3.0,8,38,3,0.0,4,2,1,2,98,266,3,2,264,81,350,775.0,January-December,2013,True,html:crime_statistic/year/2013
GMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2013,True,html:crime_statistic/year/2013
RPMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2013,True,html:crime_statistic/year/2013
ATU,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2013,True,html:crime_statistic/year/2013
Total,613.0,1021,4393,1896,172.0,19601,879,1257,2762,7882,93930,1517,1007,35832,6437,44793,179199.0,January-December,2013,True,html:crime_statistic/year/2013
DMP,47.0,265,262,332,7.0,1611,176,104,650,2130,6219,225,104,7063,222,7614,19417.0,January-December,2014,True,html:crime_statistic/year/2014
CMP,5.0,63,120,52,17.0,387,53,31,97,310,1457,121,10,2488,56,2675,5267.0,January-December,2014,True,html:crime_statistic/year/2014
KMP,2.0,29,22,17,0.0,206,11,3,44,101,522,34,2,599,10,645,1602.0,January-December,2014,True,html:crime_statistic/year/2014
RMP,0.0,28,22,20,6.0,169,21,14,65,106,569,18,27,395,126,566,1586.0,January-December,2014,True,html:crime_statistic/year/2014
BMP,7.0,16,15,3,0.0,94,3,9,35,48,375,16,1,759,5,781,1386.0,January-December,2014,True,html:crime_statistic/year/2014
SMP,21.0,29,44,32,13.0,165,4,26,34,142,728,12,4,311,18,345,1583.0,January-December,2014,True,html:crime_statistic/year/2014
Dhaka Range,184.0,221,1395,456,1.0,4907,203,127,619,1582,21716,331,64,12175,555,13125,44536.0,January-December,2014,True,html:crime_statistic/year/2014
Mymensingh Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2014,True,html:crime_statistic/year/2014
Chittagong Range,138.0,169,792,193,9.0,4240,159,228,435,939,15503,490,53,6817,285,7645,30450.0,January-December,2014,True,html:crime_statistic/year/2014
Sylhet Range,54.0,30,277,54,11.0,745,27,41,93,354,5468,38,6,2026,202,2272,9426.0,January-December,2014,True,html:crime_statistic/year/2014
Khulna Range,80.0,125,520,277,15.0,2351,77,53,310,585,10247,381,152,2935,1766,5234,19874.0,January-December,2014,True,html:crime_statistic/year/2014
Barishal Range,36.0,37,200,51,0.0,1478,60,8,163,225,6892,36,19,813,31,899,10049.0,January-December,2014,True,html:crime_statistic/year/2014
Rajshahi Range,55.0,73,463,138,0.0,2359,81,26,137,500,10353,249,64,3969,2070,6352,20537.0,January-December,2014,True,html:crime_statistic/year/2014
Rangpur Range,21.0,62,349,88,0.0,2573,45,32,126,549,10181,62,11,1756,1332,3161,17187.0,January-December,2014,True,html:crime_statistic/year/2014
Railway Range,1.0,8,33,3,0.0,6,0,0,1,89,170,10,3,395,110,518,829.0,January-December,2014,True,html:crime_statistic/year/2014
GMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2014,True,html:crime_statistic/year/2014
RPMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2014,True,html:crime_statistic/year/2014
ATU,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2014,True,html:crime_statistic/year/2014
Total,651.0,1155,4514,1716,79.0,21291,920,702,2809,7660,90400,2023,520,42501,6788,51832,183729.0,January-December,2014,True,html:crime_statistic/year/2014
DMP,45.0,205,239,226,26.0,1550,146,118,642,1711,5795,263,195,8365,201,9024,19727.0,January-December,2015,True,html:crime_statistic/year/2015
CMP,5.0,61,105,67,25.0,357,51,30,128,262,1497,101,40,2090,43,2274,4862.0,January-December,2015,True,html:crime_statistic/year/2015
KMP,9.0,15,30,19,0.0,146,7,3,49,95,574,21,13,659,2,695,1642.0,January-December,2015,True,html:crime_statistic/year/2015
RMP,0.0,19,20,12,4.0,131,8,18,39,66,463,23,30,733,179,965,1745.0,January-December,2015,True,html:crime_statistic/year/2015
BMP,2.0,11,15,5,0.0,110,4,8,33,50,371,17,0,557,2,576,1185.0,January-December,2015,True,html:crime_statistic/year/2015
SMP,19.0,14,37,22,4.0,139,10,8,25,89,819,11,5,183,8,207,1393.0,January-December,2015,True,html:crime_statistic/year/2015
Dhaka Range,151.0,164,1239,563,0.0,5042,204,118,472,1565,20501,365,68,12405,520,13358,43377.0,January-December,2015,True,html:crime_statistic/year/2015
Mymensingh Range,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2015,True,html:crime_statistic/year/2015
Chittagong Range,107.0,133,688,151,28.0,3886,98,163,406,906,13618,498,59,8012,224,8793,28977.0,January-December,2015,True,html:crime_statistic/year/2015
Sylhet Range,26.0,26,252,70,3.0,943,33,43,76,326,5442,54,11,1575,211,1851,9091.0,January-December,2015,True,html:crime_statistic/year/2015
Khulna Range,41.0,112,439,151,2.0,2478,79,41,250,513,8972,330,119,3787,1217,5453,18531.0,January-December,2015,True,html:crime_statistic/year/2015
Barishal Range,31.0,47,175,58,1.0,1497,53,20,156,266,6767,26,22,1019,27,1094,10165.0,January-December,2015,True,html:crime_statistic/year/2015
Rajshahi Range,37.0,66,446,159,0.0,2339,70,40,72,441,9259,313,144,5797,2072,8326,21255.0,January-December,2015,True,html:crime_statistic/year/2015
Rangpur Range,17.0,50,328,44,0.0,2587,34,23,146,460,9898,53,10,1988,1355,3406,16993.0,January-December,2015,True,html:crime_statistic/year/2015
Railway Range,2.0,10,24,2,0.0,5,8,1,1,71,141,4,9,496,118,627,892.0,January-December,2015,True,html:crime_statistic/year/2015
GMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2015,True,html:crime_statistic/year/2015
RPMP,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2015,True,html:crime_statistic/year/2015
ATU,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,January-December,2015,True,html:crime_statistic/year/2015
Total,492.0,933,4037,1549,93.0,21210,805,634,2495,6821,84117,2079,725,47666,6179,56649,179835.0,January-December,2015,True,html:crime_statistic/year/2015
DMP,23.0,131,165,217,1.0,1651,103,72,547,1516,5407,244,88,9627,108,10067,19900.0,January-December,2016,True,html:crime_statistic/year/2016
CMP,6.0,58,90,63,11.0,344,30,16,88,196,1634,160,6,3457,31,3654,6190.0,January-December,2016,True,html:crime_statistic/year/2016
KMP,6.0,11,36,19,0.0,158,10,4,45,78,514,17,7,801,4,829,1710.0,January-December,2016,True,html:crime_statistic/year/2016
RMP,5.0,18,15,5,5.0,108,11,14,40,66,357,13,12,1114,173,1312,1956.0,January-December,2016,True,html:crime_statistic/year/2016
BMP,6.0,7,16,8,0.0,105,2,4,41,45,444,15,0,655,1,671,1349.0,January-December,2016,True,html:crime_statistic/year/2016
SMP,20.0,26,38,15,5.0,235,10,13,27,96,724,17,0,164,8,189,1398.0,January-December,2016,True,html:crime_statistic/year/2016
Dhaka Range,118.0,127,881,162,1.0,3703,139,99,347,1114,13859,356,110,11366,234,12066,32616.0,January-December,2016,True,html:crime_statistic/year/2016
Mymensingh Range,4.0,15,221,97,0.0,825,16,29,57,256,4893,36,8,3099,118,3261,9674.0,January-December,2016,True,html:crime_statistic/year/2016
Chittagong Range,71.0,105,662,138,10.0,2612,106,99,367,821,12461,561,35,8998,161,9755,27207.0,January-December,2016,True,html:crime_statistic/year/2016
Sylhet Range,20.0,20,236,40,12.0,1116,18,46,69,310,5051,45,8,1723,237,2013,8951.0,January-December,2016,True,html:crime_statistic/year/2016
Khulna Range,47.0,80,370,88,7.0,1892,65,54,220,446,9315,374,109,4879,649,6011,18595.0,January-December,2016,True,html:crime_statistic/year/2016
